"","Altura","Estado"
"3905","1.534","D"
"3906","1.278","D"
"3907","1.606","D"
"3908","1.615","D"
"3909","1.771","D"
"3910","1.947","D"
"3911","1.519","D"
"3912","1.313","D"
"3913","1.157","D"
"3914","1.704","D"
"3915","1.902","D"
"3916","1.518","D"
"3917","1.664","D"
"3918","1.224","D"
"3919","1.113","D"
"3920","1.326","D"
"3921","1.789","D"
"3922","1.278","D"
"3923","1.571","D"
"3924","1.479","D"
"3925","1.436","D"
"3926","1.696","D"
"3927","1.763","D"
"3928","1.223","D"
"3929","1.136","D"
"3930","1.253","D"
"3931","1.267","D"
"3932","1.761","D"
"3933","1.198","D"
"3934","1.34","D"
"3935","1.508","D"
"3936","1.505","D"
"3937","1.231","D"
"3938","0.914","D"
"3939","1.833","D"
"3940","1.876","D"
"3941","1.325","D"
"3942","1.464","D"
"3943","1.604","D"
"3944","1.419","D"
"3945","1.187","D"
"3946","1.566","D"
"3947","1.283","D"
"3948","1.329","D"
"3949","1.074","D"
"3950","1.903","D"
"3951","2.335","D"
"3952","1.652","D"
"3953","1.591","D"
"3954","1.247","D"
"3955","1.658","D"
"3956","1.775","D"
"3957","1.113","D"
"3958","1.941","D"
"3959","1.479","D"
"3960","1.336","D"
"3961","1.487","D"
"3962","1.855","D"
"3963","1.356","D"
"3964","1.343","D"
"3965","1.897","D"
"3966","1.44","D"
"3967","1.272","D"
"3968","1.671","D"
"3969","2.038","D"
"3970","1.337","D"
"3971","1.488","D"
"3972","1.304","D"
"3973","1.566","D"
"3974","1.331","D"
"3975","1.883","D"
"3976","1.686","D"
"3977","1.455","D"
"3978","1.094","D"
"3979","1.405","D"
"3980","1.393","D"
"3981","1.644","D"
"3982","1.577","D"
"3983","1.882","D"
"3984","0.923","D"
"3985","1.301","D"
"3986","1.605","D"
"3987","1.979","D"
"3988","1.661","D"
"3989","1.469","D"
"3990","1.525","D"
"3991","1.409","D"
"3992","2.091","D"
"3993","1.419","D"
"3994","1.265","D"
"3995","1.359","D"
"3996","1.469","D"
"3997","1.766","D"
"3998","1.62","D"
"3999","1.113","D"
"4000","1.538","D"
